Serial,Code,Product Name (Arabic),Product Name (english),Description (Arabic),Description (English),Category (Arabic),Category (English),Net Cost Value,Cost Price,Net,Case Net,In Stock
133,8.964E+12,زيت الكافور هيماني 30 مل,Hemani Camphor Oil 30ml,"زيت الكافور هيماني 30 مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil الكافور هيماني 30 مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,12,12,0
134,8.964E+12,زيت الزعتر هيماني 30 مل,Hemani Thyme Oil 30ml,"زيت الزعتر هيماني 30 مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil الزعتر هيماني 30 مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,12,12,0
135,8.964E+12,زيت اكليل الجبل هيماني 30 مل,Hemani Rosemary Oil 30ml,"زيت اكليل الجبل هيماني 30 مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil اكليل الجبل هيماني 30 مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,12,12,0
136,8.964E+12,زيت حبة البركه هيماني 30 مل,Hemani Black Seed Oil 30ml,"زيت حبة البركه هيماني 30 مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil حبة البركه هيماني 30 مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,12,12,0
137,8.964E+12,زيت عرق السوس هيماني 30 مل,Hemani Licorice Oil 30ml,"زيت عرق السوس هيماني 30 مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil عرق السوس هيماني 30 مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,12,12,0
138,8.964E+12,زيت السمسم هيماني 30 مل,Hemani Sesame Oil 30ml,"زيت السمسم هيماني 30 مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil السمسم هيماني 30 مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,12,12,0
139,8.964E+12,زيت الجوجوبا هيماني 30 مل,Hemani Jojoba Oil 30ml,"زيت الجوجوبا هيماني 30 مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil الجوجوبا هيماني 30 مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,12,12,0
140,8.964E+12,زيت الزيتون هيماني 30 مل,Hemani Olive Oil 30ml,"زيت الزيتون هيماني 30 مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil الزيتون هيماني 30 مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,12,12,0
141,8.964E+12,زيت اللوز الحلو هيماني 30 مل,Hemani Sweet Almond Oil 30ml,"زيت اللوز الحلو هيماني 30 مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil اللوز الحلو هيماني 30 مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,12,12,0
142,8.964E+12,زيت اللوز المر هيماني 30 مل,Hemani Bitter Almond Oil 30ml,"زيت اللوز المر هيماني 30 مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil اللوز المر هيماني 30 مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,12,12,0
143,8.964E+12,زيت المستكه هيماني 30 مل,Hemani Mastic Oil 30ml,"زيت المستكه هيماني 30 مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil المستكه هيماني 30 مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,12,12,0
144,8.964E+12,شاي اولترا سليم بالتفاح الاخضر هيماني,Hemani Ultra Slim Tea Green Apple,"شاي اولترا سليم بالتفاح الاخضر هيماني مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي اولترا سليم بالتفاح الاخضر هيماني is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,12,12,0
145,6.28521E+12,قشر رمان ناعم معلب,Canned Fine Pomegranate Peel,"قشر رمان ناعم معلب من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",قشر رمان ناعم معلب is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
146,6.28652E+12,لبان ذكر معلب صغير,Small Canned Male Frankincense,"لبان ذكر معلب صغير من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",لبان ذكر معلب صغير is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
147,6.2538E+12,زيت زيتون الارض بكر اخضر 250 مل,Al Ard Green Virgin Olive Oil 250ml,"زيت زيتون الارض بكر اخضر 250 مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil زيتون الارض بكر اخضر 250 مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,12,12,0
148,6.2538E+12,زيت زيتون الارض بكر اخضر 500 مل,Al Ard Green Virgin Olive Oil 500ml,"زيت زيتون الارض بكر اخضر 500 مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil زيتون الارض بكر اخضر 500 مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,12,12,0
149,6.223E+12,اعشاب ايزيس زعتر 25 ظرف,Isis Herbs Thyme 25 Bags,"اعشاب ايزيس زعتر 25 ظرف من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",اعشاب ايزيس زعتر 25 ظرف is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,5,5,0
150,6.223E+12,اعشاب ايزيس حلبه 25 ظرف,Isis Herbs Fenugreek 25 Bags,"اعشاب ايزيس حلبه 25 ظرف من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",اعشاب ايزيس Fenugreek 25 ظرف is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,11,11,0
151,6.223E+12,اعشاب ايزيس نعناع 25 ظرف,Isis Herbs Mint 25 Bags,"اعشاب ايزيس نعناع 25 ظرف من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",اعشاب ايزيس نعناع 25 ظرف is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
152,6.223E+12,اعشاب ايزيس مريميه 25 ظرف,Isis Herbs Sage 25 Bags,"اعشاب ايزيس مريميه 25 ظرف من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",اعشاب ايزيس مريميه 25 ظرف is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,11,11,0
153,6.223E+12,اعشاب ايزيس سنا مكي 25 ظرف,Isis Herbs Senna 25 Bags,"اعشاب ايزيس سنا مكي 25 ظرف من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",اعشاب ايزيس سنا مكي 25 ظرف is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
154,6.223E+12,اعشاب ايزيس كمون وليمون 25 ظرف,Isis Herbs Cumin and Lemon 25 Bags,"اعشاب ايزيس كمون وليمون 25 ظرف من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",اعشاب ايزيس Cumin وليمون 25 ظرف is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,12,12,0
155,6.223E+12,اعشاب ايزيس اوراق الجوافه 25 ظرف,Isis Herbs Guava Leaves 25 Bags,"اعشاب ايزيس اوراق الجوافه 25 ظرف من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",اعشاب ايزيس اوراق الجوافه 25 ظرف is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
156,6.2811E+12,مشروب الهندباء البرى فيولا,Viola Wild Chicory Drink,"مشروب الهندباء البرى فيولا من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مشروب الهندباء البرى فيولا is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,5,5,0
157,6.2811E+12,مشروب البقدونس والكرفس فيولا,Viola Parsley and Celery Drink,"مشروب البقدونس والكرفس فيولا من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مشروب البقدونس والكرفس فيولا is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
158,6.2129E+12,العطار شاي اخضر زنجبيل وقرفه,Al Attar Green Tea Ginger and Cinnamon,"العطار شاي اخضر زنجبيل وقرفه مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","العطار شاي اخضر Ginger وقرفه is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,12,12,0
159,6.2129E+12,العطار شاي اخضر,Al Attar Green Tea,"العطار شاي اخضر مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","العطار شاي اخضر is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,6,6,0
160,6.2129E+12,العطار يانسون,Al Attar Anise,"العطار يانسون من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",العطار يانسون is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
161,6.2129E+12,العطار بابونج ويانسون,Al Attar Chamomile and Anise,"العطار بابونج ويانسون من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",العطار Chamomile ويانسون is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,129,8.0625,16,16,0
162,6.2129E+12,العطار شاي اخضر نعناع,Al Attar Green Tea Mint,"العطار شاي اخضر نعناع مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","العطار شاي اخضر نعناع is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,12,12,0
163,6.2129E+12,العطار كمون وليمون,Al Attar Cumin and Lemon,"العطار كمون وليمون من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",العطار Cumin وليمون is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,11,11,0
164,6.2129E+12,العطار ورق الجوافه,Al Attar Guava Leaves,"العطار ورق الجوافه من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",العطار Leaves الجوافه is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
165,6.2129E+12,العطار زنجبيل وليمون,Al Attar Ginger and Lemon,"العطار زنجبيل وليمون من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",العطار Ginger وليمون is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,5,5,0
166,6.2129E+12,العطار مليسه,Al Attar Melissa,"العطار مليسه من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",العطار مليسه is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
167,6.2129E+12,العطار ميرميه,Al Attar Sage,"العطار ميرميه من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",العطار ميرميه is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
168,6.2129E+12,العطار مورينجا,Al Attar Moringa,"العطار مورينجا من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",العطار مورينجا is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
169,6.2129E+12,العطار زهورات شاميه,Al Attar Damascene Flowers,"العطار زهورات شاميه من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",العطار زهورات شاميه is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
170,6.2129E+12,العطار كركديه,Al Attar Hibiscus,"العطار كركديه من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",العطار Hibiscus is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,96.75,8.0625,12,12,0
171,6.2129E+12,العطار شومر,Al Attar Fennel,"العطار شومر من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",العطار شومر is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
172,6.2129E+12,العطار نعناع بلدى,Al Attar Local Mint,"العطار نعناع بلدى من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",العطار نعناع بلدى is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,96.75,8.0625,12,12,0
173,6.28703E+12,صمغ عربي ناعم المرواني (اظرف),Al Marwani Fine Gum Arabic (Sachets),"صمغ عربي ناعم المرواني (اظرف) من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",صمغ عربي ناعم المرواني اظرف is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,8,8,0
174,6.28703E+12,صمغ عربي المرواني بالبرتقال (اظرف),Al Marwani Gum Arabic with Orange (Sachets),"صمغ عربي المرواني بالبرتقال (اظرف) من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",صمغ عربي المرواني بالبرتقال اظرف is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,8,8,0
175,6.28001E+12,مورينجا ناعم المرواني 100 جم,Al Marwani Fine Moringa 100g,"مورينجا ناعم المرواني 100 جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مورينجا ناعم المرواني 100 جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,11,11,0
176,6.28703E+12,صمغ عربي ناعم المرواني 150 جم,Al Marwani Fine Gum Arabic 150g,"صمغ عربي ناعم المرواني 150 جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",صمغ عربي ناعم المرواني 150 جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,18,18,0
177,6.281E+12,بذور الشيا المرواني 250 جم,Al Marwani Chia Seeds 250g,"بذور الشيا المرواني 250 جم من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","Seeds الشيا المرواني 250 جم are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,12,12,0
178,6.28E+12,قشر اسبقول المرواني 100 جم,Al Marwani Ispaghula Husk 100g,"قشر اسبقول المرواني 100 جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",قشر اسبقول المرواني 100 جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
179,6.281E+12,مسحوق كركديه المرواني 150 جم,Al Marwani Hibiscus Powder 150g,"مسحوق كركديه المرواني 150 جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مسحوق Hibiscus المرواني 150 جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,18,18,0
180,6.281E+12,شاي ماتشا بريميوم المرواني 100جم,Al Marwani Premium Matcha Tea 100g,"شاي ماتشا بريميوم المرواني 100جم مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي ماتشا بريميوم المرواني 100جم is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,10,10,0
181,6.28703E+12,دوم ناعم  المرواني 150 جم,Al Marwani Fine Doum 150g,"دوم ناعم  المرواني 150 جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",دوم ناعم المرواني 150 جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,10,10,0
182,1.25317E+12,زيت الورد اصغر علي (للشعر) 150 مل,Asghar Ali Rose Oil (For Hair) 150ml,"زيت الورد اصغر علي (للشعر) 150 مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil الورد اصغر علي للشعر 150 مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,6,6,0
183,6.25381E+12,حلاوه كنوز الهنداس 400 جم,Kunooz Al Hindas Halawa 400g,"حلاوه كنوز الهنداس 400 جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",حلاوه كنوز الهنداس 400 جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
184,8.964E+12,دهن الحنظل هيماني 50 مل,Hemani Colocynth Oil 50ml,"دهن الحنظل هيماني 50 مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",دهن الحنظل هيماني 50 مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,161,10.0625,16,16,0
185,6.28704E+12,ماء الورد بيوتي 250 مل,Beauty Rose Water 250ml,"ماء الورد بيوتي 250 مل من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",ماء الورد بيوتي 250 مل is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
186,8.85136E+12,زيت الشاي الاخضر 120 مل,Green Tea Oil 120ml,"زيت الشاي الاخضر 120 مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil الشاي الاخضر 120 مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,6,6,0
187,6.64919E+11,ماء ورد روابي,Rawabi Rose Water,"ماء ورد روابي من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",ماء ورد روابي is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
188,6.97482E+12,سم النحل 20 جم,Bee Venom 20g,"سم النحل 20 جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",سم النحل 20 جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,95.6215,9.56215,10,10,0
189,1000124,زيت لقمان,Luqman Oil,"زيت لقمان زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil لقمان is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,12,12,0
190,1000125,زيت زيتون بكر نابلسي,Nabulsi Virgin Olive Oil,"زيت زيتون بكر نابلسي زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil زيتون بكر نابلسي is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,29,29,0
191,1000126,زيت زيتون بكر ملكي,Royal Virgin Olive Oil,"زيت زيتون بكر ملكي زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil زيتون بكر ملكي is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,15,15,0
192,1000127,قشر رمان حب,Pomegranate Peel Seeds,"قشر رمان حب من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","قشر رمان Seeds are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,2,2,0
193,1000128,ورق كارى,Curry Leaves,"ورق كارى من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",Leaves كارى is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,2,2,0
194,1000129,ورق جنكه,Ginkgo Leaves,"ورق جنكه من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",Leaves جنكه is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3,3,0
195,1000130,يانسون حب,Anise Seeds,"يانسون حب من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","يانسون Seeds are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,10,10,0
196,1000131,خشب رواند مطحون,Ground Rhubarb Wood,"خشب رواند مطحون من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",خشب رواند مطحون is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,2,2,0
197,1000132,شوك الجمل,Milk Thistle,"شوك الجمل من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",شوك الجمل is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,1,1,0
198,1000133,محلب سورى,Syrian Mahlab,"محلب سورى من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",محلب سورى is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,1,1,0
199,1000134,زبيب اصفر,Yellow Raisins,"زبيب اصفر من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",زبيب اصفر is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3,3,0
200,1000135,ظفر وسط,Middle Onycha (Zafr),"ظفر وسط من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",ظفر وسط is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,1,1,0
201,1000136,رقائق جوز الهند المحلاء,Sweetened Coconut Flakes,"رقائق جوز الهند المحلاء من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",رقائق جوز الهند المحلاء is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,2,2,0
202,1000137,نارجين سيريلانكي,Sri Lankan Coconut (Narjin),"نارجين سيريلانكي من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",نارجين سيريلانكي is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,2,2,0
203,1000138,حمر جاوي,Red Tamarind (Hamar Jawi),"حمر جاوي من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",حمر جاوي is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3,3,0
204,1000139,قرمز احمر,Red Kermes,"قرمز احمر من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",قرمز احمر is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,1,1,0
205,1000140,كلوه هندى,Indian Kidney Bean (Kilwah),"كلوه هندى من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",كلوه هندى is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,2,2,0
206,1000141,عنزروت رقم 1,Anzarut No. 1,"عنزروت رقم 1 من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",عنزروت رقم 1 is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,1,1,0
